source,target
Aku pengin cek kuota ekspor,Saya mahu semak kuota eksport
Aku pengin nglamar persetujuan bea cukai,Saya mahu mohon kelulusan kastam
Aku pengin ngirim deklarasi bea cukai,Saya mahu hantar deklarasi kastam
Aku pengin cek status pelepasan,Saya mahu semak status pelepasan kastam
Aku pengin daftar akun eProcurement,Saya mahu daftar akaun eProcurement
Aku pengin nglamar dadi pemasok pemerintah,Saya mahu mohon sebagai pembekal kerajaan
Aku kudu nganyari profil pemasok,Saya mahu kemaskini profil pembekal
Aku pengin cek tender terbuka,Saya mahu semak tender terbuka
Aku pengin ngirim penawaran tender,Saya mahu hantar bidaan tender
Aku pengin cek hasil tender,Saya mahu semak keputusan tender
Aku pengin nglamar izin transportasi,Saya mahu mohon lesen pengangkutan
Aku kudu perpanjang izin transportasi,Saya mahu perbaharui lesen pengangkutan
Aku pengin daftar kendaraan komersial,Saya mahu daftar kenderaan komersial
Aku pengin cek izin kendaraan,Saya mahu semak permit kenderaan
Aku pengin nglamar kartu pekerja asing,Saya mahu mohon kad pekerja asing
Aku kudu perpanjang kartu pekerja,Saya perlu perbaharui kad pekerja
Aku pengin cek status pekerja asing,Saya mahu semak status pekerja asing
Aku pengin nglamar izin tinggal,Saya mahu daftar permit tinggal
Aku kudu perpanjang izin tinggal,Saya mahu perbaharui permit tinggal
Aku pengin nglamar visa kunjungan,Saya mahu mohon visa pelawat
Aku pengin cek status visa,Saya mahu semak status visa
Aku pengin nglamar visa pelajar,Saya mahu mohon visa pelajar
Aku kudu nganyari data visa,Saya mahu kemaskini maklumat visa
Aku pengin nglamar izin kerja profesional,Saya mahu mohon pas kerja profesional
Aku pengin daftar e-hailing,Saya mahu daftar e-hailing dengan kerajaan
Aku pengin nglamar lisensi PSV,Saya mahu mohon lesen PSV
Aku kudu perpanjang lisensi PSV,Saya mahu perbaharui lesen PSV
Aku pengin cek status PSV,Saya mahu semak status PSV
Aku pengin nglamar izin taksi,Saya mahu mohon permit teksi
Aku pengin daftar perusahaan e-commerce,Saya mahu daftar syarikat e-dagang
Aku pengin nglamar izin jualan online,Saya mahu mohon lesen jualan online
Aku kudu nganyari data e-commerce,Saya mahu kemaskini maklumat e-dagang
Aku pengin daftar akun MyDigital,Saya mahu daftar akaun MyDigital
Aku pengin nglamar insentif digital,Saya mahu mohon insentif digital
Aku pengin cek kelayakan insentif,Saya mahu semak kelayakan insentif
Aku pengin ngirim pengajuan digital,Saya mahu hantar permohonan digital
Aku pengin cek pengajuan digital,Saya mahu semak status permohonan digital
Aku pengin daftar akun e-invoice,Saya mahu daftar akaun e-Invois
Aku pengin ngirim invoice elektronik,Saya mahu hantar invois elektronik
Aku pengin cek status invoice,Saya mahu semak status invois
Aku pengin nglamar izin konstruksi,Saya mahu mohon lesen pembinaan
Aku pengin cek status proyek,Saya mahu semak status projek pembinaan
Aku pengin ngirim laporan keamanan lokasi,Saya mahu hantar laporan keselamatan tapak
Aku pengin nglamar sertifikat keamanan,Saya mahu mohon sijil keselamatan
Aku pengin daftar kontraktor,Saya mahu daftar kontraktor
Aku kudu nganyari data kontraktor,Saya mahu kemaskini maklumat kontraktor
Aku pengin cek lisensi kontraktor,Saya mahu semak lesen kontraktor
Aku pengin nglamar izin pariwisata,Saya mahu mohon lesen pelancongan
Aku pengin daftar agen wisata,Saya mahu daftar agensi pelancongan
Aku pengin cek status agen wisata,Saya mahu semak status agensi pelancongan
Aku pengin nglamar izin pemandu wisata,Saya mahu mohon permit pemandu pelancong
Aku kudu nganyari data wisata,Saya mahu kemaskini maklumat pelancongan
Aku pengin daftar program promosi,Saya mahu daftar program promosi pelancongan
Aku pengin nglamar izin sekolah swasta,Saya mahu mohon lesen pendidikan swasta
Aku pengin daftar pusat les,Saya mahu daftar pusat tuisyen
Aku pengin cek pusat pendidikan,Saya mahu semak status pusat pendidikan
Aku pengin nglamar bantuan sekolah,Saya mahu mohon bantuan sekolah
Aku pengin daftar guru,Saya mahu daftar guru
Aku kudu nganyari data guru,Saya mahu kemaskini maklumat guru
Aku pengin nglamar izin medis swasta,Saya mahu mohon lesen perubatan swasta
Aku pengin daftar klinik swasta,Saya mahu daftar klinik swasta
Aku pengin cek status klinik,Saya mahu semak status klinik swasta
Aku pengin nglamar izin farmasi,Saya mahu mohon lesen farmasi
Aku pengin daftar apotek,Saya mahu daftar farmasi
Aku kudu nganyari data apotek,Saya mahu kemaskini maklumat farmasi
Aku pengin nglamar sertifikasi halal,Saya mahu mohon lesen makanan halal
Aku pengin cek status halal,Saya mahu semak status halal
Aku pengin ngirim pengajuan halal,Saya mahu hantar permohonan halal
Aku kudu nganyari data halal,Saya mahu kemaskini maklumat halal
Aku pengin nglamar izin impor pangan,Saya mahu mohon lesen import makanan
Aku pengin nglamar izin ekspor pangan,Saya mahu mohon lesen eksport makanan
Aku pengin cek izin pangan,Saya mahu semak status lesen makanan
Aku pengin daftar akun MyTrade,Saya mahu daftar akaun MyTrade
Aku pengin nglamar bantuan ekspor,Saya mahu mohon bantuan eksport
Aku pengin cek kelayakan ekspor,Saya mahu semak kelayakan eksport
Aku pengin ngirim dokumen ekspor,Saya mahu hantar dokumen eksport
Aku pengin cek status ekspor,Saya mahu semak status eksport
Aku pengin nglamar izin logistik,Saya mahu mohon lesen logistik
Aku pengin daftar perusahaan logistik,Saya mahu daftar syarikat logistik
Aku kudu nganyari data logistik,Saya mahu kemaskini maklumat logistik
Aku pengin cek izin logistik,Saya mahu semak permit logistik
Aku pengin nglamar izin gudang,Saya mahu mohon lesen gudang
Aku pengin daftar gudang,Saya mahu daftar gudang
Aku pengin cek status gudang,Saya mahu semak status gudang
Aku pengin nglamar izin keamanan,Saya mahu mohon lesen keselamatan
Aku pengin daftar perusahaan keamanan,Saya mahu daftar syarikat keselamatan
Aku kudu nganyari data keamanan,Saya mahu kemaskini maklumat keselamatan
Aku pengin cek lisensi keamanan,Saya mahu semak status lesen keselamatan
Aku pengin nglamar izin acara,Saya mahu mohon lesen acara
Aku pengin daftar acara umum,Saya mahu daftar acara awam
Aku pengin cek izin acara,Saya mahu semak permit acara
Aku pengin ngirim laporan acara,Saya mahu hantar laporan acara
Aku pengin nglamar kartu pensiunan,Saya mahu mohon kad pesara kerajaan
Aku kudu nganyari data pensiun,Saya perlu kemaskini maklumat pesara
Aku pengin cek pembayaran pensiun,Saya mahu semak bayaran pencen
Aku pengin nglamar pensiun anyar,Saya mahu mohon pencen baharu
Aku pengin daftar akun KWSP,Saya mahu daftar akaun KWSP
Aku pengin cek saldo KWSP,Saya mahu semak baki KWSP
Aku pengin narik dana KWSP,Saya mahu keluarkan wang KWSP
Aku kudu nganyari data KWSP,Saya mahu kemaskini maklumat KWSP
Aku pengin daftar akun PERKESO,Saya mahu daftar akaun PERKESO
Aku pengin cek iuran PERKESO,Saya mahu semak caruman PERKESO
Aku pengin nglamar manfaat PERKESO,Saya mahu mohon faedah PERKESO
Aku pengin ngirim klaim PERKESO,Saya mahu hantar tuntutan PERKESO
Aku pengin cek klaim PERKESO,Saya mahu semak status tuntutan PERKESO
Aku pengin nglamar bantuan lansia,Saya mahu mohon bantuan penjagaan warga emas
Aku pengin daftar pusat perawatan,Saya mahu daftar pusat jagaan
Aku pengin cek pusat perawatan,Saya mahu semak status pusat jagaan
Aku pengin nglamar izin pusat perawatan,Saya mahu mohon lesen pusat jagaan
Aku pengin daftar pengasuh,Saya mahu daftar penjaga
Aku kudu nganyari data pengasuh,Saya mahu kemaskini maklumat penjaga
Aku pengin nglamar bantuan anak,Saya mahu mohon bantuan penjagaan kanak-kanak
Aku pengin daftar daycare,Saya mahu daftar taska
Aku pengin cek daycare,Saya mahu semak status taska
Aku pengin nglamar izin daycare,Saya mahu mohon lesen taska
Aku pengin daftar pusat harian,Saya mahu daftar pusat jagaan harian
Aku pengin nglamar izin pusat harian,Saya mahu mohon lesen pusat jagaan harian
Aku pengin daftar program komunitas,Saya mahu daftar program komuniti
Aku pengin cek jadwal komunitas,Saya mahu semak jadual program komuniti
Aku pengin nglamar dana komunitas,Saya mahu mohon dana komuniti
Aku pengin ngirim laporan komunitas,Saya mahu hantar laporan komuniti
Aku pengin daftar relawan,Saya mahu daftar sukarelawan
Aku kudu nganyari data relawan,Saya mahu kemaskini maklumat sukarelawan
Aku pengin cek status relawan,Saya mahu semak status sukarelawan
Aku pengin nglamar bantuan relawan,Saya mahu mohon bantuan sukarelawan
Aku pengin daftar akun MyGov,Saya mahu daftar akaun MyGov
Aku kudu nganyari profil MyGov,Saya mahu kemaskini profil MyGov
Aku pengin cek notifikasi MyGov,Saya mahu semak notifikasi MyGov
Aku pengin nglamar layanan online,Saya mahu mohon perkhidmatan dalam talian
Aku pengin cek riwayat pengajuan,Saya mahu semak sejarah permohonan
Aku pengin download riwayat,Saya mahu muat turun rekod permohonan
Aku pengin ngirim data tambahan,Saya mahu hantar maklumat tambahan
Aku pengin cek persetujuan tambahan,Saya mahu semak kelulusan tambahan
Aku pengin nglamar bantuan darurat,Saya mahu mohon bantuan kecemasan
Aku pengin daftar bantuan darurat,Saya mahu daftar bantuan kecemasan
Aku pengin cek status darurat,Saya mahu semak status kecemasan
Aku pengin nglamar bantuan mental,Saya mahu mohon bantuan kesihatan mental
Aku pengin daftar konseling pemerintah,Saya mahu daftar kaunseling kerajaan
Aku pengin cek janji konseling,Saya mahu semak temujanji kaunseling
Aku pengin nglamar bantuan rehabilitasi,Saya mahu mohon bantuan pemulihan
Aku pengin daftar pusat rehabilitasi,Saya mahu daftar pusat pemulihan
Aku pengin cek pusat rehabilitasi,Saya mahu semak status pusat pemulihan
Aku pengin nglamar izin rehabilitasi,Saya mahu mohon lesen pusat pemulihan
Aku pengin daftar bantuan sewa,Saya mahu daftar bantuan perumahan sewa
Aku pengin nglamar bantuan renovasi,Saya mahu mohon bantuan ubah suai rumah
Aku pengin cek bantuan omah,Saya mahu semak status bantuan rumah
Aku kudu nganyari data omah,Saya mahu kemaskini maklumat perumahan
Aku pengin nglamar subsidi utilitas,Saya mahu mohon bantuan bil utiliti
Aku pengin daftar bantuan tagihan,Saya mahu daftar bantuan bil
Aku pengin cek bantuan tagihan,Saya mahu semak status bantuan bil
Aku pengin nglamar subsidi transportasi,Saya mahu mohon bantuan pengangkutan awam
Aku pengin daftar kartu transportasi,Saya mahu daftar kad perjalanan
Aku pengin cek saldo kartu,Saya mahu semak baki kad perjalanan
Aku pengin isi ulang kartu,Saya mahu tambah nilai kad perjalanan
Aku pengin nglamar subsidi bahan bakar,Saya mahu mohon bantuan bahan api
Aku pengin daftar subsidi bensin,Saya mahu daftar subsidi petrol
Aku pengin cek kelayakan subsidi bensin,Saya mahu semak kelayakan subsidi petrol
Aku pengin nglamar bantuan mahasiswa,Saya mahu mohon bantuan pelajar universiti
Aku pengin daftar asrama,Saya mahu daftar asrama kerajaan
Aku pengin cek status asrama,Saya mahu semak status asrama
Aku pengin nglamar bantuan buku,Saya mahu mohon bantuan buku
Aku pengin daftar magang,Saya mahu daftar program latihan industri
Aku pengin cek status magang,Saya mahu semak status latihan industri
Aku pengin nglamar tunjangan magang,Saya mahu mohon elaun latihan
Aku kudu nganyari data magang,Saya mahu kemaskini maklumat latihan
Aku pengin nglamar bantuan lulusan,Saya mahu mohon bantuan graduan
Aku pengin daftar program kerja lulusan,Saya mahu daftar program pekerjaan graduan
Aku pengin cek status kerja lulusan,Saya mahu semak status pekerjaan graduan
Aku pengin nglamar kartu nelayan,Saya mahu mohon kad nelayan
Aku kudu nganyari data nelayan,Saya perlu kemaskini maklumat nelayan
Aku pengin cek lisensi perahu,Saya mahu semak lesen bot
Aku pengin nglamar bantuan laut,Saya mahu mohon bantuan hasil laut
Aku pengin daftar program budidaya,Saya mahu daftar program akuakultur
Aku pengin cek status budidaya,Saya mahu semak status akuakultur
Aku pengin nglamar izin ternak,Saya mahu mohon permit ternakan
Aku pengin daftar peternakan,Saya mahu daftar ladang ternakan
Aku kudu nganyari data ternak,Saya mahu kemaskini maklumat ternakan
Aku pengin nglamar bantuan peternak,Saya mahu mohon bantuan penternak
Aku pengin cek bantuan peternak,Saya mahu semak status bantuan penternak
Aku pengin nglamar izin pabrik,Saya mahu mohon lesen kilang
Aku pengin daftar pabrik anyar,Saya mahu daftar kilang baharu
Aku kudu nganyari data pabrik,Saya mahu kemaskini maklumat kilang
Aku pengin cek izin pabrik,Saya mahu semak status lesen kilang
Aku pengin nglamar izin polusi,Saya mahu mohon permit pencemaran
Aku pengin ngirim laporan lingkungan,Saya mahu hantar laporan alam sekitar
Aku pengin cek laporan lingkungan,Saya mahu semak status laporan alam sekitar
Aku pengin nglamar izin tambang,Saya mahu mohon lesen lombong
Aku pengin daftar aktivitas tambang,Saya mahu daftar aktiviti perlombongan
Aku kudu nganyari data tambang,Saya mahu kemaskini maklumat lombong
Aku pengin cek status tambang,Saya mahu semak status lombong
Aku pengin nglamar izin tebangan,Saya mahu mohon permit pembalakan
Aku pengin daftar aktivitas tebangan,Saya mahu daftar aktiviti pembalakan
Aku pengin cek status tebangan,Saya mahu semak status pembalakan
Aku pengin nglamar izin ekspor kayu,Saya mahu mohon lesen eksport kayu
Aku pengin daftar perusahaan kayu,Saya mahu daftar syarikat pembalakan
Aku kudu nganyari data kayu,Saya mahu kemaskini maklumat pembalakan
Aku pengin nglamar izin pabrik pangan,Saya mahu mohon lesen kilang makanan
Aku pengin daftar produsen pangan,Saya mahu daftar pengeluar makanan
Aku kudu nganyari data pangan,Saya mahu kemaskini maklumat pengeluar makanan
Aku pengin cek status pangan,Saya mahu semak status pengeluar makanan
Aku pengin nglamar izin kosmetik,Saya mahu mohon lesen kosmetik
Aku pengin daftar produk kosmetik,Saya mahu daftar produk kosmetik
Aku kudu nganyari data kosmetik,Saya mahu kemaskini maklumat kosmetik
Aku pengin cek status kosmetik,Saya mahu semak status produk kosmetik
Aku pengin nglamar izin obat tradisional,Saya mahu mohon lesen ubat tradisional
Aku pengin daftar produk herbal,Saya mahu daftar produk herba
Aku kudu nganyari data herbal,Saya mahu kemaskini maklumat produk herba
Aku pengin cek status herbal,Saya mahu semak status produk herba
Aku pengin nglamar izin salon,Saya mahu mohon lesen pusat kecantikan
Aku pengin daftar salon,Saya mahu daftar pusat kecantikan
Aku kudu nganyari data salon,Saya mahu kemaskini maklumat pusat kecantikan
Aku pengin cek status salon,Saya mahu semak status pusat kecantikan
Aku pengin nglamar izin spa,Saya mahu mohon lesen spa
Aku pengin daftar spa,Saya mahu daftar pusat spa
Aku kudu nganyari data spa,Saya mahu kemaskini maklumat spa
Aku pengin cek status spa,Saya mahu semak status spa
Aku pengin nglamar izin hiburan,Saya mahu mohon lesen hiburan
Aku pengin daftar tempat hiburan,Saya mahu daftar premis hiburan
Aku kudu nganyari data hiburan,Saya mahu kemaskini maklumat hiburan
Aku pengin cek status hiburan,Saya mahu semak status hiburan
Aku pengin nglamar izin musik,Saya mahu mohon lesen muzik
Aku pengin daftar acara musik,Saya mahu daftar acara muzik
Aku kudu nganyari data musik,Saya mahu kemaskini maklumat acara muzik
Aku pengin cek acara musik,Saya mahu semak status acara muzik
Aku pengin nglamar izin olahraga,Saya mahu mohon lesen sukan
Aku pengin daftar klub olahraga,Saya mahu daftar kelab sukan
Aku kudu nganyari data olahraga,Saya mahu kemaskini maklumat kelab sukan
Aku pengin cek klub olahraga,Saya mahu semak status kelab sukan
Aku pengin nglamar izin acara olahraga,Saya mahu mohon lesen acara sukan
Aku pengin daftar lomba,Saya mahu daftar pertandingan
Aku pengin cek status lomba,Saya mahu semak status pertandingan
Aku pengin nglamar lisensi pelatih,Saya mahu mohon lesen latihan sukan
Aku pengin daftar pelatih,Saya mahu daftar jurulatih
Aku kudu nganyari data pelatih,Saya mahu kemaskini maklumat jurulatih
Aku pengin cek status pelatih,Saya mahu semak status jurulatih
Aku pengin nglamar izin pusat olahraga banyu,Saya mahu mohon lesen pusat sukan air
Aku pengin daftar pusat olahraga banyu,Saya mahu daftar pusat sukan air
Aku kudu nganyari data olahraga banyu,Saya mahu kemaskini maklumat pusat sukan air
Aku pengin cek status pusat olahraga banyu,Saya mahu semak status pusat sukan air
Aku pengin nglamar izin taman hiburan,Saya mahu mohon lesen taman tema
Aku pengin daftar taman hiburan,Saya mahu daftar taman tema
Aku kudu nganyari data taman hiburan,Saya mahu kemaskini maklumat taman tema
Aku pengin cek status taman hiburan,Saya mahu semak status taman tema
Aku pengin nglamar izin pusat game,Saya mahu mohon lesen pusat permainan
Aku pengin daftar pusat game,Saya mahu daftar pusat permainan
Aku kudu nganyari data pusat game,Saya mahu kemaskini maklumat pusat permainan
Aku pengin cek status pusat game,Saya mahu semak status pusat permainan
Aku pengin nglamar izin gym,Saya mahu mohon lesen pusat kecergasan
Aku pengin daftar gym,Saya mahu daftar pusat kecergasan
Aku kudu nganyari data gym,Saya mahu kemaskini maklumat pusat kecergasan
Aku pengin cek status gym,Saya mahu semak status pusat kecergasan
Aku pengin nglamar izin rekreasi,Saya mahu mohon lesen pusat rekreasi
Aku pengin daftar pusat rekreasi,Saya mahu daftar pusat rekreasi
Aku kudu nganyari data rekreasi,Saya mahu kemaskini maklumat pusat rekreasi
Aku pengin cek status rekreasi,Saya mahu semak status pusat rekreasi
Aku pengin nglamar izin konvensi,Saya mahu mohon lesen pusat konvensyen
Aku pengin daftar pusat konvensi,Saya mahu daftar pusat konvensyen
Aku kudu nganyari data konvensi,Saya mahu kemaskini maklumat pusat konvensyen
Aku pengin cek status konvensi,Saya mahu semak status pusat konvensyen
Aku pengin nglamar izin pameran,Saya mahu mohon lesen pusat pameran
Aku pengin daftar pusat pameran,Saya mahu daftar pusat pameran
Aku kudu nganyari data pameran,Saya mahu kemaskini maklumat pusat pameran
Aku pengin cek status pameran,Saya mahu semak status pusat pameran
Aku pengin nglamar izin pusat pelatihan,Saya mahu mohon lesen pusat latihan kemahiran
Aku pengin daftar pusat pelatihan,Saya mahu daftar pusat latihan kemahiran
Aku kudu nganyari data pelatihan,Saya mahu kemaskini maklumat pusat latihan kemahiran
Aku pengin cek status pelatihan,Saya mahu semak status pusat latihan kemahiran
Aku pengin nglamar izin pusat teknologi,Saya mahu mohon lesen pusat teknologi
Aku pengin daftar pusat teknologi,Saya mahu daftar pusat teknologi
