source,target
幫我快啲到,Tolong bantu saya sampai cepat
可以幫我搵泊車位?,Boleh bantu saya cari tempat parkir?
我要泊近啲,Saya mahu parkir dekat
幫我畀泊車費,Tolong bantu saya bayar parkir
可以幫我搵泊車機?,Boleh bantu saya cari mesin parkir?
我要泊車收據,Saya mahu resit parkir
可以幫我搵花店?,Boleh bantu saya cari kedai bunga?
我要買新鮮花,Saya mahu beli bunga segar
我喺邊度可以揀花?,Di mana saya boleh pilih bunga?
可以幫我整花束?,Boleh bantu saya buat jambangan bunga?
我要送花,Saya mahu bunga untuk hadiah
幫我加賀卡喺花上,Tolong tambah kad ucapan pada bunga
可以幫我送花去地址?,Boleh bantu saya hantar bunga ke alamat?
我要今日送貨,Saya mahu penghantaran hari ini
禮品店喺邊?,Di mana kedai hadiah?
可以幫我揀合適禮物?,Boleh bantu saya pilih hadiah sesuai?
我唔知買乜好,Saya tak pasti apa nak beli
請介紹好禮物,Tolong cadangkan hadiah yang baik
可以幫我靚靚包禮物?,Boleh bantu saya bungkus hadiah cantik?
我要多條絲帶,Saya mahu reben tambahan
幫我加裝飾,Tolong tambah hiasan pada hadiah
可以幫我寫祝福語?,Boleh bantu saya tulis mesej hadiah?
我要簡單訊息,Saya mahu mesej ringkas sahaja
附近蛋糕店喺邊?,Di mana kedai kek berhampiran?
可以幫我訂蛋糕?,Boleh bantu saya tempah kek?
我要生日蛋糕,Saya mahu kek hari jadi
幫我寫名喺蛋糕,Tolong tulis nama pada kek
可以幫我揀口味?,Boleh bantu saya pilih perisa kek?
我要朱古力或者雲呢拿,Saya mahu coklat atau vanila
幫我加蠟燭,Tolong tambah lilin pada kek
可以幫我拎蛋糕?,Boleh bantu saya bawa kek ini?
我驚蛋糕壞,Saya takut kek rosak
24小時便利店喺邊?,Di mana kedai runcit 24 jam?
可以幫我搵即食食品?,Boleh bantu saya cari makanan segera?
我要即食麵,Saya mahu mi segera
幫我搵罐裝飲料,Tolong bantu saya cari minuman tin
可以幫我搵雪糕?,Boleh bantu saya cari ais krim?
我要食甜嘢,Saya mahu sesuatu yang manis
冷凍食品區喺邊?,Di mana bahagian makanan sejuk?
可以幫我搵牛奶?,Boleh bantu saya cari susu?
我要買三文治麵包,Saya mahu beli roti sandwic
幫我搵雞蛋,Tolong bantu saya cari telur
可以幫我搵水果?,Boleh bantu saya cari buah-buahan?
我要新鮮水果,Saya mahu buah segar sahaja
自助付款櫃檯喺邊?,Di mana kaunter pembayaran layan diri?
可以幫我掃商品?,Boleh bantu saya scan barang?
請教我自助付款,Tolong ajar saya bayar sendiri
可以幫我用扣賬卡?,Boleh bantu saya guna kad debit?
我要用卡付款,Saya mahu bayar dengan kad
幫我輸入PIN,Tolong bantu saya masukkan PIN
可以幫我查戶口餘額?,Boleh bantu saya semak baki akaun?
我驚唔夠錢,Saya risau baki tak cukup
幫我增值,Tolong bantu saya tambah nilai
可以幫我用電子錢包?,Boleh bantu saya guna e-wallet?
我要掃QR碼,Saya mahu scan kod QR
幫我保存電子收據,Tolong bantu saya simpan resit digital
可以幫我睇交易記錄?,Boleh bantu saya semak sejarah transaksi?
我要監察開支,Saya mahu pantau perbelanjaan
幫我做預算,Tolong bantu saya buat bajet
可以幫我儲錢?,Boleh bantu saya simpan duit?
我要每月慳錢,Saya mahu jimat setiap bulan
幫我減少開支,Tolong bantu saya kurangkan belanja
可以幫我搵折扣?,Boleh bantu saya cari diskaun?
我要平價,Saya mahu harga murah
幫我用優惠券,Tolong bantu saya guna kupon
可以幫我搵優惠?,Boleh bantu saya cari promosi?
我要趁減價買,Saya mahu beli semasa jualan
可以幫我搵電器店?,Boleh bantu saya cari kedai elektronik?
我要買新充電器,Saya mahu beli pengecas baru
手機配件區喺邊?,Di mana bahagian aksesori telefon?
可以幫我揀合適數據線?,Boleh bantu saya pilih kabel sesuai?
我需要耐用線,Saya perlukan kabel yang tahan lama
幫我測試充電器,Tolong bantu saya uji pengecas
可以幫我搵充電寶?,Boleh bantu saya cari power bank?
我要大容量,Saya mahu kapasiti besar
電子維修櫃檯喺邊?,Di mana kaunter servis elektronik?
可以幫我整壞電話?,Boleh bantu saya baiki telefon rosak?
我個mon裂咗,Saya skrin telefon pecah
幫我換屏幕,Tolong bantu saya tukar skrin
可以幫我檢查電池?,Boleh bantu saya semak bateri?
我要長效電池,Saya mahu bateri tahan lama
幫我貼保護膜,Tolong bantu saya pasang pelindung skrin
可以幫我搵耳機?,Boleh bantu saya cari fon kepala?
我要清晰聲音,Saya mahu bunyi jelas
電腦店喺邊?,Di mana kedai komputer?
可以幫我揀手提電腦?,Boleh bantu saya pilih komputer riba?
我需要電腦讀書,Saya perlukan komputer untuk belajar
幫我安裝軟件,Tolong bantu saya pasang perisian
可以幫我更新系統?,Boleh bantu saya kemaskini sistem?
我要電腦快啲,Saya mahu komputer lebih laju
幫我清病毒,Tolong bantu saya bersihkan virus
可以幫我保護資料?,Boleh bantu saya lindungi data?
我驚唔見重要檔案,Saya takut kehilangan fail penting
幫我備份資料,Tolong bantu saya buat salinan sandaran
可以幫我轉移檔案?,Boleh bantu saya pindahkan fail?
我要存入USB,Saya mahu simpan dalam USB
打印店喺邊?,Di mana kedai percetakan?
可以幫我彩色打印?,Boleh bantu saya cetak dokumen warna?
我要高質打印,Saya mahu cetakan berkualiti tinggi
幫我裝訂文件,Tolong bantu saya jilid dokumen
可以幫我剪整齊?,Boleh bantu saya potong kertas tepat?
我要文件專業,Saya mahu dokumen nampak profesional
幫我設計海報,Tolong bantu saya reka bentuk poster
可以幫我揀顏色?,Boleh bantu saya pilih warna sesuai?
我要吸引設計,Saya mahu reka bentuk menarik
幫我打印橫幅,Tolong bantu saya cetak banner
可以幫我掛橫幅?,Boleh bantu saya pasang banner?
我要宣傳活動,Saya mahu promosi acara
幫我派傳單,Tolong bantu saya edarkan risalah
可以幫我搵宣傳義工?,Boleh bantu saya cari sukarelawan promosi?
我要多人知道,Saya mahu ramai orang tahu
幫我用社交媒體,Tolong bantu saya guna media sosial
可以幫我開新帳戶?,Boleh bantu saya buat akaun baru?
我要分享資料,Saya mahu kongsi maklumat
幫我寫標題,Tolong bantu saya tulis kapsyen
可以幫我加圖片?,Boleh bantu saya tambah gambar?
我要上載影片,Saya mahu muat naik video
幫我剪片,Tolong bantu saya edit video
可以幫我加字幕?,Boleh bantu saya tambah sari kata?
我要影片吸引,Saya mahu video lebih menarik
幫我分享連結,Tolong bantu saya kongsi pautan
可以幫我睇評論?,Boleh bantu saya semak komen?
我要回覆訊息,Saya mahu balas mesej
幫我過濾垃圾留言,Tolong bantu saya tapis komen spam
可以幫我封鎖用戶?,Boleh bantu saya blok pengguna?
我要正面環境,Saya mahu suasana positif
幫我增加粉絲,Tolong bantu saya tingkatkan pengikut
可以幫我分析表現?,Boleh bantu saya analisis prestasi?
我要睇數據,Saya mahu lihat statistik
幫我做報告,Tolong bantu saya buat laporan
可以幫我展示結果?,Boleh bantu saya bentangkan hasil?
我要清晰展示,Saya mahu persembahan jelas
幫我練習講解,Tolong bantu saya latihan pembentangan
可以幫我控制時間?,Boleh bantu saya kawal masa?
我要準時完成,Saya mahu selesai tepat waktu
幫我整理投影片,Tolong bantu saya atur slaid
可以幫我揀模板?,Boleh bantu saya pilih template?
我要專業設計,Saya mahu reka bentuk profesional
幫我加圖表,Tolong bantu saya tambah grafik
可以幫我解釋數據?,Boleh bantu saya jelaskan data?
我要觀眾明白,Saya mahu audiens faham
我想幫老人行路,Saya mahu bantu orang tua berjalan
請慢慢拖住我隻手,Tolong pegang tangan saya perlahan
可以提供輪椅嗎?,Boleh sediakan kerusi roda?
我需要無樓梯通道,Saya perlukan laluan tanpa tangga
畀殘疾人士用嘅電梯喺邊?,Di mana lif untuk pengguna OKU?
請幫我開門,Tolong buka pintu untuk saya
我用拐杖行路,Saya berjalan dengan tongkat
可以幫我坐低喺度?,Boleh bantu saya duduk di sini?
我需要特別座位,Saya perlukan tempat duduk khas
請講慢啲,Tolong bercakap lebih perlahan
我聽力唔太好,Saya kurang pendengaran
可以再講多次?,Boleh ulang sekali lagi?
我睇唔清楚,Saya tak nampak dengan jelas
請講大聲啲,Tolong terangkan dengan suara kuat
可以幫我睇告示牌?,Boleh bantu saya baca papan tanda?
我需要大字,Saya perlukan tulisan besar
請加多啲燈光,Tolong sediakan lampu tambahan
可以幫我搵無障礙廁所?,Boleh bantu saya cari tandas OKU?
我需要牆邊扶手,Saya perlukan pegangan di dinding
幫我上斜坡,Tolong bantu saya naik ramp
可以幫我推輪椅?,Boleh tolak kerusi roda saya?
我行得快攰,Saya cepat letih berjalan
請畀我休息時間,Tolong beri saya masa rehat
可以幫我拎嘢?,Boleh bantu saya angkat barang?
我唔可以拎重嘢,Saya tak boleh angkat berat
請幫我坐得舒服,Tolong dudukkan saya dengan selesa
可以畀多個坐墊?,Boleh sediakan kusyen tambahan?
我需要背部支撐,Saya perlukan sokongan belakang
請慢慢扶我起身,Tolong bantu saya berdiri perlahan
可以行路時扶住我?,Boleh pegang saya semasa berjalan?
我需要平路,Saya perlukan laluan rata
請避免滑地,Tolong elakkan permukaan licin
可以幫我過馬路?,Boleh bantu saya melintas jalan?
我需要清楚交通燈,Saya perlukan lampu isyarat jelas
請等我慢慢行,Tolong tunggu saya berjalan perlahan
可以幫我上車?,Boleh bantu saya naik kenderaan?
我需要近門座位,Saya perlukan tempat duduk dekat pintu
請讓我優先坐,Tolong beri saya keutamaan duduk
可以幫我落車?,Boleh bantu saya turun kenderaan?
我落車需要幫手,Saya perlukan bantuan semasa turun
請穩陣扶住我,Tolong pegang saya dengan kuat
可以幫我搵屋企人?,Boleh bantu saya cari keluarga saya?
我喺呢度迷路,Saya tersesat di sini
請聯絡我照顧者,Tolong hubungi penjaga saya
可以幫我用電話?,Boleh bantu saya gunakan telefon?
我需要緊急電話,Saya perlukan nombor kecemasan
請幫我打呢個號碼,Tolong dail nombor ini
可以幫我明白指示?,Boleh bantu saya faham arahan?
我需要簡單解釋,Saya perlukan penjelasan mudah
請用簡單語言,Tolong gunakan bahasa mudah
可以幫我填表?,Boleh bantu saya isi borang?
我需要幫手寫字,Saya perlukan bantuan menulis
請讀問題俾我聽,Tolong baca soalan kepada saya
可以幫我簽名?,Boleh bantu saya tandatangan?
我自己寫唔到,Saya tak boleh menulis sendiri
幫我用電腦,Tolong bantu saya gunakan komputer
可以提供大鍵盤?,Boleh sediakan papan kekunci besar?
我需要清晰畫面,Saya perlukan skrin lebih jelas
請提高對比度,Tolong tingkatkan kontras paparan
可以幫我聽聲音?,Boleh bantu saya dengar audio?
我需要特別耳機,Saya perlukan fon kepala khas
請加字幕,Tolong sediakan sari kata
可以幫我明白影片?,Boleh bantu saya faham video?
我需要口頭解釋,Saya perlukan penerangan lisan
幫我熟悉呢度,Tolong bantu saya orientasi tempat ini
可以指示主要路線?,Boleh tunjukkan laluan utama?
我需要簡單地圖,Saya perlukan peta mudah
幫我搵服務櫃檯,Tolong bantu saya cari kaunter bantuan
可以提供特別服務?,Boleh sediakan bantuan khas?
我需要暫時照顧,Saya perlukan penjaga sementara
幫我食嘢,Tolong bantu saya makan
可以提供軟餐?,Boleh sediakan makanan lembut?
我咬嘢困難,Saya susah mengunyah
請切細啲食物,Tolong potong makanan kecil
可以幫我飲水?,Boleh bantu saya minum air?
我需要飲管,Saya perlukan straw
幫我去廁所,Tolong bantu saya ke tandas
可以提供照顧服務?,Boleh sediakan bantuan penjagaan diri?
我需要沖涼幫助,Saya perlukan bantuan mandi
請確保我安全,Tolong pastikan keselamatan saya
可以幫我著鞋?,Boleh bantu saya memakai kasut?
我需要易著嘅鞋,Saya perlukan kasut yang mudah dipakai
幫我綁鞋帶,Tolong bantu saya ikat tali kasut
可以提供冇鞋帶嘅鞋?,Boleh sediakan kasut tanpa tali?
我好難彎腰,Saya sukar membongkok
幫我執地下嘢,Tolong bantu saya ambil barang di lantai
可以幫我攞高位嘢?,Boleh bantu saya capai barang tinggi?
我需要多支拐杖,Saya perlukan tongkat tambahan
幫我調整拐杖高度,Tolong laraskan ketinggian tongkat
可以幫我喺唔平路行?,Boleh bantu saya berjalan di permukaan tidak rata?
我容易失平衡,Saya mudah hilang keseimbangan
請喺旁邊扶住我,Tolong pegang saya di sebelah
可以提供支撐帶?,Boleh sediakan tali pinggang sokongan?
我需要由椅起身幫手,Saya perlukan bantuan untuk bangun dari kerusi
幫我轉去床上,Tolong bantu saya pindah ke katil
可以提供低床?,Boleh sediakan katil rendah?
我驚跌落床,Saya takut jatuh dari katil
幫我裝安全欄,Tolong pasang pagar keselamatan
可以幫我轉身瞓?,Boleh bantu saya tukar posisi tidur?
我需要腳部枕頭,Saya perlukan bantal tambahan di kaki
幫我伸腳,Tolong bantu saya regangkan kaki
可以幫我做輕鬆運動?,Boleh bantu saya senaman ringan?
我需要物理治療,Saya perlukan fisioterapi
請聯絡治療師,Tolong hubungi ahli terapi
可以幫我做日常練習?,Boleh bantu saya buat latihan harian?
我要保持肌力,Saya mahu kekalkan kekuatan otot
幫我計步數,Tolong bantu saya kira langkah
可以提供助行器?,Boleh sediakan alat bantu berjalan?
我要用助行架,Saya mahu guna walker
幫我用呢個工具,Tolong bantu saya guna alat ini
可以幫我中途休息?,Boleh bantu saya berehat di tengah jalan?
我需要經常休息,Saya perlukan tempat rehat kerap
請喺路邊設椅,Tolong sediakan bangku di laluan
可以幫我慢慢上樓梯?,Boleh bantu saya naik tangga perlahan?
我需要樓梯扶手,Saya perlukan pegangan tangga
幫我落樓梯,Tolong bantu saya turun tangga
可以提供電梯替代?,Boleh sediakan lif alternatif?
我唔可以用樓梯,Saya tak boleh guna tangga
幫我喺電梯坐,Tolong bantu saya duduk di lif
可以幫我撳電梯掣?,Boleh bantu saya tekan butang lif?
我撳唔到掣,Saya tak capai butang
請設低位掣,Tolong sediakan butang rendah
可以幫我聽廣播?,Boleh bantu saya dengar pengumuman?
我需要視覺顯示,Saya perlukan paparan visual
請設大告示牌,Tolong sediakan papan maklumat besar
可以幫我搵排隊號?,Boleh bantu saya cari nombor giliran?
我需要明白系統,Saya perlukan bantuan memahami sistem
幫我跟住排隊,Tolong bantu saya ikut giliran
可以喺櫃檯提供特別服務?,Boleh sediakan bantuan khas di kaunter?
我需要優先服務,Saya perlukan keutamaan layanan
幫我等候時坐低,Tolong bantu saya duduk semasa menunggu
可以幫我減少等候?,Boleh bantu saya kurangkan masa menunggu?
我等得耐會攰,Saya mudah letih menunggu lama
幫我加快程序,Tolong bantu saya cepatkan proses
可以需要時聯絡照顧者?,Boleh bantu saya hubungi penjaga jika perlu?
我要有人陪,Saya mahu ditemani seseorang
幫我安心,Tolong bantu saya berasa selamat
可以幫我控制情緒?,Boleh bantu saya kawal tekanan emosi?
我喺多人地方會緊張,Saya mudah cemas di tempat ramai
帶我去安靜地方,Tolong bawa saya ke tempat sunyi
可以幫我冷靜一下?,Boleh bantu saya bertenang seketika?
我需要私人空間,Saya perlukan ruang peribadi
請尊重我情況,Tolong hormati keadaan saya
可以幫我明白日程?,Boleh bantu saya memahami jadual harian?
我容易唔記得嘢,Saya mudah lupa perkara
提醒我下一步,Tolong ingatkan saya aktiviti seterusnya
可以幫我安排日常?,Boleh bantu saya susun rutin harian?
我需要固定安排,Saya perlukan struktur tetap
幫我保持習慣,Tolong bantu saya kekalkan rutin
可以幫我認識環境?,Boleh bantu saya mengenal tempat ini?
我對環境好混亂,Saya keliru dengan persekitaran
請指出重要方向,Tolong tunjukkan arah penting
可以幫我搵房間?,Boleh bantu saya cari bilik saya?
我唔記得房間喺邊,Saya terlupa lokasi bilik
幫我返原位,Tolong bantu saya kembali ke tempat asal
可以幫我著外套?,Boleh bantu saya pakai jaket?
我需要容易著嘅衫,Saya perlukan pakaian yang mudah dipakai
幫我拉拉鏈,Tolong bantu saya zip jaket
可以提供寬鬆衫?,Boleh sediakan pakaian longgar?
我而家覺得熱,Saya rasa panas sekarang
幫我除外套,Tolong bantu saya buka jaket
可以幫我換衫?,Boleh bantu saya tukar pakaian?
我需要著衫幫助,Saya perlukan bantuan berpakaian
幫我洗面,Tolong bantu saya basuh muka
可以提供暖水?,Boleh sediakan air suam?
我要清醒一下,Saya mahu segarkan diri
幫我梳頭,Tolong bantu saya sikat rambut
可以幫我吹乾頭髮?,Boleh bantu saya keringkan rambut?
我需要大鏡,Saya perlukan cermin besar
幫我睇清楚,Tolong bantu saya lihat dengan jelas
可以幫我戴眼鏡?,Boleh bantu saya pakai cermin mata?
我需要乾淨鏡片,Saya perlukan kanta bersih
幫我抹眼鏡,Tolong lap cermin mata saya
可以幫我搵眼藥水?,Boleh bantu saya cari ubat titis mata?
我眼乾,Saya mata saya kering
幫我滴眼藥水,Tolong bantu saya gunakan ubat mata
可以幫我睇書?,Boleh bantu saya membaca buku?
我需要大字體,Saya perlukan huruf besar
請大聲讀俾我聽,Tolong baca kuat untuk saya
可以幫我聽音樂?,Boleh bantu saya dengar muzik?
我要慢節奏音樂,Saya mahu muzik perlahan
幫我調音量,Tolong laraskan bunyi
可以幫我搵電台?,Boleh bantu saya cari saluran radio?
我鍾意早間新聞,Saya suka berita pagi
幫我轉台,Tolong bantu saya tukar saluran
可以幫我睇電視?,Boleh bantu saya menonton televisyen?
我需要遙控器,Saya perlukan alat kawalan jauh
幫我撳掣,Tolong bantu saya tekan butang
可以幫我搵最鍾意節目?,Boleh bantu saya cari rancangan kegemaran?
